ALWNC_DE,ALWNC_RESN,BSI_INT,ENG_RN,MVMN_DE,MVMN_RESN,MVM_RES_CD,NTFC_DE,OPERT_DE,RBP_CN,RDS_DPN_SE,RDS_MAN_NO,REP_CN,RN,RN_CD,ROAD_BT,ROAD_LT,ROA_CLS_SE,SIG_CD,WDR_RD_CD,starbucks_,starbuck_1,starbuck_2,starbuck_3,starbuck_4
"20100611",디지털로의 시작지점에서부터 오른쪽으로 열여섯 번째로 분기되는 도로,"10",Digital-ro 32-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100616","20141030224339",구로동 212-8 장,"2","145",구로동 1126-3대,디지털로32길,"4148337",3.00000000,19.00000000,"4","11530","3",구로호텔,"서울특별시 구로구 디지털로32길 72, 구로호텔 1층 (구로동)1522-3232","37.4831293","126.8988591",
"20100513",육군사관학교의 다른 명칭인 화랑대(花郞臺)를 인용,"10",Hwarang-ro,"20141115",광역도로 정비,"90","20100520","20141115231559",종암동 3-1288천,"1","183",석관동 375천,화랑로,"3005046",2.00000000,8600.00000000,"3","11290","2",월곡역,"서울특별시 성북구 화랑로 76, 101-1호 (하월곡동)1522-3232","37.601718","127.040446",
"20090710",지역명칭 사용,"10",Dobong-ro,"20141117",누락된 부여일자 입력,"71","20090710","20181024143959",서울특별시 성북구 길음동 14-1,"1","2041",서울특별시 도봉구 도봉동 377-1,도봉로,"3005039",5.00000000,9840.00000000,"3","11305","2",미아이마트,서울특별시 성북구 도봉로 17 1522-3232,"37.610678","127.029921",
"20100513",구로동 지역을 중심으로 관통하는 도로의 상징성을 반영하여 부여,"10",Gurojungang-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100520","20141030224338",구로동 442-77,"2","818",구로동 442-17,구로중앙로,"3116005",3.00000000,46.00000000,"3","11530","3",구로NC,서울특별시 구로구 구로중앙로 152 (구로동) 구로NC1522-3232,"37.501219","126.882798",
"20100422",옛 행정동 이었던 삼양동 인용,"10",Samyang-ro,"20141117",직권수정(속성변경),"99","20100422","20190422152033",서울특별시 성북구 길음동 1164-6 (미아로),"2","2147",서울특별시 강북구 우이동 207-14,삼양로,"3005041",5.00000000,6700.00000000,"3","11320","2",미아뉴타운,서울특별시 강북구 삼양로 161 (미아동)1522-3232,"37.618319","127.021072",
"20090710",지역명칭 사용,"10",Jongam-ro,"20141117",누락된 부여일자 입력,"71","20090710","20181109122922",서울특별시 동대문구 제기동 1149-10,"1","1299",서울특별시 성북구 하월곡동 200,종암로,"3005036",3.00000000,2170.00000000,"3","11290","2",종암,서울특별시 성북구 종암로 122 (종암동)1522-3232,"37.601095","127.033847",
"20100611",디지털로의 시작지점에서부터 오른쪽으로 열여섯 번째로 분기되는 도로,"10",Digital-ro 32-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100616","20141030224339",구로동 212-8 장,"0","38",구로동 1126-3대,디지털로32길,"4148337",14.00000000,570.00000000,"4","11530","3",구로호텔,"서울특별시 구로구 디지털로32길 72, 구로호텔 1층 (구로동)1522-3232","37.4831293","126.8988591",
"20100531",노해로의 시작지점에서부터 65번째로 분기되는 도로,"12",Nohae-ro 65-gil,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100531","20110223",창동 338 대,"1","1897",창동 74-8대,노해로65길,"4127028",11.00000000,145.00000000,"4","11320","3",창동이마트,서울특별시 도봉구 노해로65길 4 (창동)1522-3232,"37.651645","127.046869",
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20150122",직권수정(속성변경),"99","20090710","20190829171359",신도림동 413-2,"1","1034",신도림동 418-10,경인로,"3000028",3.00000000,28004.00000000,"3","11530","1",현대디큐브B2,서울특별시 구로구 경인로 662 (신도림동)1522-3232,"37.508828","126.889488",
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20150122",직권수정(속성변경),"99","20090710","20190829171359",신도림동 413-2,"1","1035",신도림동 419-21,경인로,"3000028",2.00000000,28004.00000000,"3","11530","1",현대디큐브B2,서울특별시 구로구 경인로 662 (신도림동)1522-3232,"37.508828","126.889488",
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20150122",직권수정(속성변경),"99","20090710","20190829171404",신도림동 435-16,"2","1036",신도림동 433-21,경인로,"3000028",1.00000000,28004.00000000,"3","11530","1",현대디큐브B2,서울특별시 구로구 경인로 662 (신도림동)1522-3232,"37.508828","126.889488",
"20100611",디지털로의 시작지점에서부터 왼쪽으로 열일곱 번째로 분기되는 도로,"10",Digital-ro 33-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100616","20141030224339",구로동 191-7 장,"0","39",구로동 1279 대,디지털로33길,"4148340",9.00000000,391.00000000,"4","11530","3",구로디지털로,"서울특별시 구로구 디지털로33길 11, 에이스테크노8차 1층 (구로동)1522-3232","37.485911","126.895587",
"20100419",역사성이 많은 영등포 지명 인용,"20",Yeongdeungpo-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030224650",양평동3가 489,"1","922",신길동 1348,영등포로,"3118022",2.00000000,63.00000000,"3","11560","3",영등포본동,서울특별시 영등포구 영등포로 254 (영등포동3가)1522-3232,"37.518713","126.909559",
"20100419",불광천의 옛 이름인 연서천 명칭을 사용,"20",Yeonseo-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030221159",응암동 114-9,"1","1986",진관동 2-1,연서로,"3111006",3.00000000,88.00000000,"3","11380","3",구산역,서울특별시 은평구 연서로 146 (대조동)1522-3232,"37.611745","126.917678",
"20100419",행정구역 명칭 사용,"20",Myeonmok-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030215734",면목동392-41,"1","960",상봉동101-14,면목로,"3005027",5.00000000,5100.00000000,"3","11260","2",사가정역,서울특별시 중랑구 면목로 3101522-3232,"37.579594","127.087966",
"20090618",주 통과지역의 명칭 인용,"20",Sinbanpo-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030225606",반포동 1306,"1","1565",잠원동 99,신반포로,"3121017",30.00000000,59.00000000,"3","11650","3",반포역,서울특별시 서초구 신반포로 257 (잠원동) 신반포11차상가1522-3232,"37.508589","127.011959",
"20100616","상암산이 위치한 곳을 지난는 도로로서, 상암산을 인용하여 부여","10",Sangamsan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100617","20141030223915",상암동 405-6,"1","3291",상암동 229-2,상암산로,"3113009",16.00000000,223.00000000,"3","11440","3",상암디지털큐브,서울특별시 마포구 상암산로 341522-3232,"37.5763132","126.8892477",
"20100513",육군사관학교의 다른 명칭인 화랑대(花郞臺)를 인용,"10",Hwarang-ro,"20141115",광역도로 정비,"90","20100520","20141115231559",종암동 3-1288천,"1","156",석관동 375천,화랑로,"3005046",5.00000000,8600.00000000,"3","11290","2",월곡역,"서울특별시 성북구 화랑로 76, 101-1호 (하월곡동)1522-3232","37.601718","127.040446",
"20100419",행정구역 명칭 사용,"20",Myeonmok-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030215734",면목동392-41,"1","1410",상봉동101-14,면목로,"3005027",4.00000000,5100.00000000,"3","11260","2",사가정역,서울특별시 중랑구 면목로 3101522-3232,"37.579594","127.087966",
"20100422",옛 지명인 경기도 양주군 노해면 지명을 인용,"10",Nohae-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181024143937",서울특별시 강북구 수유동 45-2(도봉로),"1","3256",서울특별시 노원구 상계동720(노원길),노해로,"3005047",3.00000000,5110.00000000,"3","11305","2",노원KT,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)1522-3232","37.654562","127.063617",
"20100611",디지털로의 시작지점에서부터 왼쪽으로 열여섯 번째로 분기되는 도로,"10",Digital-ro 31-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100616","20141030224339",구로동 197-21장,"1","135",구로동 1280-1 대,디지털로31길,"4148335",9.00000000,167.00000000,"4","11530","3",드림마크원,"서울특별시 구로구 디지털로31길 61, 드림마크원데이터센타 1층 (구로동)1522-3232","37.48587904","126.8916127",
"20100419",서울성곽 4소문(四小門) 중의 하나인 혜화문(惠化門)의 다른 이름인 ‘동소문(東小門)’을 따서 부여,"10",Dongsomun-ro,"20100910","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030220128",동소문동1가 17대,"1","148",길음동 860-64천,동소문로,"3107003",5.00000000,140.00000000,"3","11290","3",현대미아,서울특별시 성북구 동소문로 315 (길음동) 지하1층1522-3232,"37.60837822","127.0287483",동소문로 315 (길
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20150122",직권수정(속성변경),"99","20090710","20190829171358",구로동 596-2,"1","626",구로동 592-4,경인로,"3000028",3.00000000,28004.00000000,"3","11530","1",현대디큐브B2,서울특별시 구로구 경인로 662 (신도림동)1522-3232,"37.508828","126.889488",
"20090710",디지털단지의 상징성 및 접근성,"10",Digital-ro,"20150122",광역도로정비,"90","20090710","20150122000000",가리봉동 131-13 대,"1","2661",가리봉동 131-13 대,디지털로,"3000026",4.00000000,4667.00000000,"3","11530","1",구로에이스,"서울특별시 구로구 디지털로 285, 에이스트윈타워1차 103호 (구로동)1522-3232","37.48448329","126.8944957",
"20100422",옛 지명인 경기도 양주군 노해면 지명을 인용,"20",Nohae-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181030133754",서울특별시 강북구 수유동 45-2(도봉로),"1","1873",서울특별시 노원구 상계동720(노원길),노해로,"3005047",4.00000000,5110.00000000,"3","11320","2",노원KT,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)1522-3232","37.654562","127.063617",
"20100419",불광천의 옛 이름인 연서천 명칭을 사용,"20",Yeonseo-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030221159",응암동 114-9,"1","1987",진관동 2-1,연서로,"3111006",3.00000000,99.00000000,"3","11380","3",구산역,서울특별시 은평구 연서로 146 (대조동)1522-3232,"37.611745","126.917678",
"20100422",옛 지명인 경기도 양주군 노해면 지명을 인용,"20",Nohae-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181030133754",서울특별시 강북구 수유동 45-2(도봉로),"2","1874",서울특별시 노원구 상계동720(노원길),노해로,"3005047",3.00000000,5110.00000000,"3","11320","2",노원KT,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)1522-3232","37.654562","127.063617",
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20150122",직권수정(속성변경),"99","20090710","20190829171401",고척동 63-5,"1","2007",고척동 277-66,경인로,"3000028",4.00000000,28004.00000000,"3","11530","1",현대디큐브B2,서울특별시 구로구 경인로 662 (신도림동)1522-3232,"37.508828","126.889488",
"20100520",당산동의 동명칭 인용,"20",Dangsan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100527","20141030224642",문래동3가 58-20,"1","1987",당산동6가 321,당산로,"3118004",30.00000000,33.00000000,"3","11560","3",문래역,서울특별시 영등포구 당산로 34 (문래동3가)1522-3232,"37.517446","126.895258",
"20100513",구로동 지역을 중심으로 관통하는 도로의 상징성을 반영하여 부여,"10",Gurojungang-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100520","20141030224338",구로동 442-42대,"1","819",구로동 442-42대,구로중앙로,"3116005",5.00000000,31.00000000,"3","11530","3",구로NC,서울특별시 구로구 구로중앙로 152 (구로동) 구로NC1522-3232,"37.501219","126.882798",
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20150122",직권수정(속성변경),"99","20090710","20190829171401",온수동 35-2,"1","2050",온수동 45-9,경인로,"3000028",8.00000000,28004.00000000,"3","11530","1",현대디큐브B2,서울특별시 구로구 경인로 662 (신도림동)1522-3232,"37.508828","126.889488",
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20150122",직권수정(속성변경),"99","20090710","20190829171402",오류동 80-1,"1","2440",오류동 331-35,경인로,"3000028",6.00000000,28004.00000000,"3","11530","1",현대디큐브B2,서울특별시 구로구 경인로 662 (신도림동)1522-3232,"37.508828","126.889488",
"20090710",서울의 남쪽을 연결하는 도로,"20",Nambusunhwan-ro,"20160623",16년 도로명주소 DB 정비계획에 따른 오류정비 및 DB반영,"71","20100315","20160623180000",개봉동 1-11 임,"0","6",구로동 1133-4대,남부순환로,"2000003",32.00000000,32620.00000000,"2","11530","1",신월동DT,서울특별시 양천구 남부순환로 319 (신월동)1522-3232,"37.53829235","126.8271014",
"20100611",디지털로의 시작지점에서부터 오른쪽으로 열세 번째로 분기되는 도로,"10",Digital-ro 26-gil,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100616","20141030224339",구로동 843전,"1","173",구로동 819대,디지털로26길,"4148327",6.00000000,126.00000000,"4","11530","3",구로하이엔드,"서울특별시 구로구 디지털로26길 5, 에이스하이엔드타워1차 103호 (구로동)1522-3232","37.481618","126.893136",
"20100520",신길동 동명칭 인용,"20",Singil-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100527","20141030224647",대림동 948-1,"1","1262",영등포동1가 96-4,신길로,"3118014",25.00000000,47.00000000,"3","11560","3",영등포신길DT,"서울특별시 영등포구 신길로 137 (신길동) 1,2층1522-3232","37.504566","126.910073",신길로 137 (신길
"20100513",구로동 지역을 중심으로 관통하는 도로의 상징성을 반영하여 부여,"10",Gurojungang-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100520","20141030224338",구로동 136-115 대,"1","856",구로동 136-69대,구로중앙로,"3116005",7.00000000,29.00000000,"3","11530","3",구로NC,서울특별시 구로구 구로중앙로 152 (구로동) 구로NC1522-3232,"37.501219","126.882798",
"20090701",행정구역명을 이용하여 도로명 명명,"20",Siheung-daero,"20150122",기재내용정정,"71","20090710","20181106103822",서울특별시 금천구 시흥동 979-2,"0","4",서울특별시 동작구 신대방동 565,시흥대로,"2005010",50.00000000,6846.00000000,"2","11530","2",금천시흥,서울특별시 금천구 시흥대로 164 (시흥동)1522-3232,"37.448624","126.903183",
"20100605",조선시대 통신시설인 봉수대지가 있는 봉화산의 이름 인용,"20",Bonghwasan-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20101004",중화동330-81,"2","3088",신내동379-10,봉화산로,"3106003",3.00000000,67.00000000,"3","11260","3",중화역,"서울특별시 중랑구 봉화산로 35 1,2층1522-3232","37.60170912","127.0784114",
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20150122",직권수정(속성변경),"99","20090710","20190829171400",오류동 89-5,"1","1501",오류동 118-40,경인로,"3000028",8.00000000,28004.00000000,"3","11530","1",현대디큐브B2,서울특별시 구로구 경인로 662 (신도림동)1522-3232,"37.508828","126.889488",
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20150122",직권수정(속성변경),"99","20090710","20190829171400",오류동 89-5,"1","1502",오류동 122-3,경인로,"3000028",1.00000000,28004.00000000,"3","11530","1",현대디큐브B2,서울특별시 구로구 경인로 662 (신도림동)1522-3232,"37.508828","126.889488",
"20090710",서울에서 인천을 연결하는 도로,"10",Gyeongin-ro,"20150122",직권수정(속성변경),"99","20090710","20190829171400",오류동 89-3,"1","1503",오류동 90-25,경인로,"3000028",2.00000000,28004.00000000,"3","11530","1",현대디큐브B2,서울특별시 구로구 경인로 662 (신도림동)1522-3232,"37.508828","126.889488",
"20090710",서울의 남쪽을 연결하는 도로,"10",Nambusunhwan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100315","20141030225218",신림동 1673,"1","3402",남현동 1130-1,남부순환로,"2000003",3.00000000,32620.00000000,"2","11620","1",신월동DT,서울특별시 양천구 남부순환로 319 (신월동)1522-3232,"37.53829235","126.8271014",
"20100419","관악구 구명에서 유래되었으며, 1972년 가로명으로 부여 현재 사용중인 도로명 인용","10",Gwanak-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030225222",신림동 155-1,"1","3409",봉천동 1000,관악로,"3120001",3.00000000,95.00000000,"3","11620","3",관악서울대입구R,서울특별시 관악구 관악로 158 (봉천동)1522-3232,"37.479343","126.95278",
"20100422",옛 지명인 경기도 양주군 노해면 지명을 인용,"20",Nohae-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181030133754",서울특별시 강북구 수유동 45-2(도봉로),"1","1803",서울특별시 노원구 상계동720(노원길),노해로,"3005047",4.00000000,5110.00000000,"3","11320","2",노원KT,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)1522-3232","37.654562","127.063617",
"20100422",옛 지명인 경기도 양주군 노해면 지명을 인용,"20",Nohae-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181030133754",서울특별시 강북구 수유동 45-2(도봉로),"1","1804",서울특별시 노원구 상계동720(노원길),노해로,"3005047",4.00000000,5110.00000000,"3","11320","2",노원KT,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)1522-3232","37.654562","127.063617",
"20100422",옛 지명인 경기도 양주군 노해면 지명을 인용,"20",Nohae-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181030133754",서울특별시 강북구 수유동 45-2(도봉로),"1","717",서울특별시 노원구 상계동720(노원길),노해로,"3005047",4.00000000,5110.00000000,"3","11320","2",노원KT,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)1522-3232","37.654562","127.063617",
"20100422",옛 지명인 경기도 양주군 노해면 지명을 인용,"20",Nohae-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181030133754",서울특별시 강북구 수유동 45-2(도봉로),"1","752",서울특별시 노원구 상계동720(노원길),노해로,"3005047",2.00000000,5110.00000000,"3","11320","2",노원KT,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)1522-3232","37.654562","127.063617",
"20110224",1972년 서울시에서 가로명으로 부여하여 현재 사용중인 도로명 인용,"10",Sillim-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20110303","20141030225233",신림동 155-1,"1","3449",봉천동 1698-1,신림로,"3120005",2.00000000,88.00000000,"3","11620","3",신림역포도몰,"서울특별시 관악구 신림로 330, PODO MALL 1층 101 일부 (신림동)1522-3232","37.48385383","126.9301799",
"20090710",서울의 남쪽을 연결하는 도로,"10",Nambusunhwan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100315","20141030225215",신림동 1673,"1","512",남현동 1130-1,남부순환로,"2000003",3.00000000,32620.00000000,"2","11620","1",신월동DT,서울특별시 양천구 남부순환로 319 (신월동)1522-3232,"37.53829235","126.8271014",
"20090710",지역명칭 사용,"20",Dobong-ro,"20141117",누락된 부여일자 입력,"71","20090710","20181030133813",서울특별시 성북구 길음동 14-1,"2","759",서울특별시 도봉구 도봉동 377-1,도봉로,"3005039",4.00000000,9840.00000000,"3","11320","2",미아이마트,서울특별시 성북구 도봉로 17 1522-3232,"37.610678","127.029921",
"20090710",지역명칭 사용,"20",Dobong-ro,"20141117",누락된 부여일자 입력,"71","20090710","20181030133813",서울특별시 성북구 길음동 14-1,"0","289",서울특별시 도봉구 도봉동 377-1,도봉로,"3005039",38.00000000,9840.00000000,"3","11320","2",미아이마트,서울특별시 성북구 도봉로 17 1522-3232,"37.610678","127.029921",
"20090710",서울의 남쪽을 연결하는 도로,"10",Nambusunhwan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100315","20141030225218",신림동 1673,"2","2689",남현동 1130-1,남부순환로,"2000003",3.00000000,32620.00000000,"2","11620","1",신월동DT,서울특별시 양천구 남부순환로 319 (신월동)1522-3232,"37.53829235","126.8271014",
"20100419","관악구 구명에서 유래되었으며, 1972년 가로명으로 부여 현재 사용중인 도로명 인용","10",Gwanak-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030225222",신림동 155-1,"1","868",봉천동 1000,관악로,"3120001",3.00000000,80.00000000,"3","11620","3",관악서울대입구R,서울특별시 관악구 관악로 158 (봉천동)1522-3232,"37.479343","126.95278",
"20100531",노해로의 시작지점에서부터 65번째로 분기되는 도로,"12",Nohae-ro 65-gil,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100531","20110223",창동 338 대,"0","292",창동 74-8대,노해로65길,"4127028",15.00000000,176.00000000,"4","11320","3",창동이마트,서울특별시 도봉구 노해로65길 4 (창동)1522-3232,"37.651645","127.046869",
"20100422",옛 행정동 이었던 삼양동 인용,"20",Samyang-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181030133843",서울특별시 성북구 길음동 1164-6 (미아로),"1","968",서울특별시 강북구 우이동 207-14,삼양로,"3005041",4.00000000,6700.00000000,"3","11320","2",미아뉴타운,서울특별시 강북구 삼양로 161 (미아동)1522-3232,"37.618319","127.021072",
"20100422",옛 지명인 경기도 양주군 노해면 지명을 인용,"20",Nohae-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181030133754",서울특별시 강북구 수유동 45-2(도봉로),"1","1601",서울특별시 노원구 상계동720(노원길),노해로,"3005047",4.00000000,5110.00000000,"3","11320","2",노원KT,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)1522-3232","37.654562","127.063617",
"20100422",옛 지명인 경기도 양주군 노해면 지명을 인용,"20",Nohae-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181030133754",서울특별시 강북구 수유동 45-2(도봉로),"1","1602",서울특별시 노원구 상계동720(노원길),노해로,"3005047",3.00000000,5110.00000000,"3","11320","2",노원KT,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)1522-3232","37.654562","127.063617",
"20090710",서울의 남쪽을 연결하는 도로,"10",Nambusunhwan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100315","20141030225218",신림동 1673,"1","2825",남현동 1130-1,남부순환로,"2000003",3.00000000,32620.00000000,"2","11620","1",신월동DT,서울특별시 양천구 남부순환로 319 (신월동)1522-3232,"37.53829235","126.8271014",
"20090710",지역명칭 사용,"20",Dobong-ro,"20141117",누락된 부여일자 입력,"71","20090710","20181030133813",서울특별시 성북구 길음동 14-1,"1","941",서울특별시 도봉구 도봉동 377-1,도봉로,"3005039",4.00000000,9840.00000000,"3","11320","2",미아이마트,서울특별시 성북구 도봉로 17 1522-3232,"37.610678","127.029921",
"20100422",옛 지명인 경기도 양주군 노해면 지명을 인용,"20",Nohae-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181030133754",서울특별시 강북구 수유동 45-2(도봉로),"1","943",서울특별시 노원구 상계동720(노원길),노해로,"3005047",3.00000000,5110.00000000,"3","11320","2",노원KT,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)1522-3232","37.654562","127.063617",
"20100419","관악구 구명에서 유래되었으며, 1972년 가로명으로 부여 현재 사용중인 도로명 인용","10",Gwanak-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100422","20141030225222",신림동 155-1,"1","2679",봉천동 1000,관악로,"3120001",3.00000000,60.00000000,"3","11620","3",관악서울대입구R,서울특별시 관악구 관악로 158 (봉천동)1522-3232,"37.479343","126.95278",
"20090701",태조 이성계 무덤에서 유래된 역사성 반영,"20",Mangu-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20090710","20141030215736",상봉동474-26,"1","3780",망우동산52-4,망우로,"3005032",2.00000000,6.00000000,"3","11260","2",상봉역,서울특별시 중랑구 망우로 307 (상봉동)1522-3232,"37.59689","127.08647",
"20090701",태조 이성계 무덤에서 유래된 역사성 반영,"20",Mangu-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20090710","20141030215736",상봉동474-26,"1","3781",망우동산52-4,망우로,"3005032",2.00000000,6.00000000,"3","11260","2",상봉역,서울특별시 중랑구 망우로 307 (상봉동)1522-3232,"37.59689","127.08647",
"20100605","자연부락인 ""신현마을""과 ""내곡마을""의 앞자를 합쳐 지음","20",Sinnae-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20110214",망우동488-17,"1","3819",묵동26-1,신내로,"3106007",5.00000000,47.00000000,"3","11260","3",중랑구청,서울특별시 중랑구 신내로 721522-3232,"37.60538908","127.0957558",
"20100605",망우로에서 분기되는 도로구간으로 일련번호 부여,"9",Mangu-ro 30-gil,"20181210",도로구간변경,"12","20100610","20181210162120",중화동136-80,"1","900",면목동186-11,망우로30길,"4118146",3.00000000,34.00000000,"4","11260","3",중랑역,서울특별시 중랑구 망우로30길 3 (상봉동)1522-3232,"37.5930326","127.0747358",
"20090710",서울의 남쪽을 연결하는 도로,"10",Nambusunhwan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100315","20141030225217",신림동 1673,"1","1986",남현동 1130-1,남부순환로,"2000003",3.00000000,32620.00000000,"2","11620","1",신월동DT,서울특별시 양천구 남부순환로 319 (신월동)1522-3232,"37.53829235","126.8271014",
"20100422",옛 지명인 경기도 양주군 노해면 지명을 인용,"20",Nohae-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181030133754",서울특별시 강북구 수유동 45-2(도봉로),"1","945",서울특별시 노원구 상계동720(노원길),노해로,"3005047",10.00000000,5110.00000000,"3","11320","2",노원KT,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)1522-3232","37.654562","127.063617",
"20100605",서울 동부지역을 가로지르는 것을 의미,"20",Dongil-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100710","20141030215735",면목동718-1,"1","1767",묵동329,동일로,"3000001",10.00000000,28595.00000000,"3","11260","1",묵동,서울특별시 중랑구 동일로 952 1522-3232,"37.615368","127.076633",
"20090710",지역명칭 사용,"20",Dobong-ro,"20141117",누락된 부여일자 입력,"71","20090710","20181030133813",서울특별시 성북구 길음동 14-1,"1","487",서울특별시 도봉구 도봉동 377-1,도봉로,"3005039",4.00000000,9840.00000000,"3","11320","2",미아이마트,서울특별시 성북구 도봉로 17 1522-3232,"37.610678","127.029921",
"20100422",옛 지명인 경기도 양주군 노해면 지명을 인용,"20",Nohae-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181030133754",서울특별시 강북구 수유동 45-2(도봉로),"1","1596",서울특별시 노원구 상계동720(노원길),노해로,"3005047",3.00000000,5110.00000000,"3","11320","2",노원KT,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)1522-3232","37.654562","127.063617",
"20100422",옛 지명인 경기도 양주군 노해면 지명을 인용,"20",Nohae-ro,"20141117",누락된 부여일자 입력,"71","20100422","20181030133754",서울특별시 강북구 수유동 45-2(도봉로),"2","1597",서울특별시 노원구 상계동720(노원길),노해로,"3005047",2.00000000,5110.00000000,"3","11320","2",노원KT,"서울특별시 노원구 노해로 502, (주)KT 노원사옥 (상계동)1522-3232","37.654562","127.063617",
"20090710",서울의 남쪽을 연결하는 도로,"10",Nambusunhwan-ro,"20141030","광역도로 정비 및 부여사유, 부여방식 정비","90","20100315","20141030225218",신림동 1673,"1","3134",남현동 1130-1,남부순환로,"2000003",2.00000000,32620.00000000,"2","11620","1",신월동DT,서울특별시 양천구 남부순환로 319 (신월동)1522-3232,"37.53829235","126.8271014",
"20100605",조선시대부터 있었던 자연부락인 상리와봉황리 합쳐진 이름,"20",Sangbong-ro,,"광역도로 정비 및 부여사유, 부여방식 정비","90","20100610","20101004",면목동50-46,"1","1755",망우동564-11,상봉로,"3106004",4.00000000,110.00000000,"3","11260","3",상봉,"서울특별시 중랑구 상봉로 131 (상봉동, 상봉 듀오트리스 주상복합)1522-3232","37.597842","127.092509",
